2024-01-20 22:29:10,367: root: INFO: MyStrategy : Executing the initialize lifecycle method
2024-01-20 22:29:12,210: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 22:29:12,211: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 22:29:12,212: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 22:29:12,212: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 22:29:12,214: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:29:12[0m
2024-01-20 22:29:12,214: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:12,231: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,019: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 22:29:14,025: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:29:14[0m
2024-01-20 22:29:14,026: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,026: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,027: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,028: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 22:29:14,028: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 22:29:14,028: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-20 22:29:14,028: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 22:29:14,034: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:29:14,037: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 22:29:14,038: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 22:29:14,041: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 22:29:14,041: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,041: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,043: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,043: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,044: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,047: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,048: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,049: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,049: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,049: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,050: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,051: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 22:29:14,052: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,053: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 22:29:14,053: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,053: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:29:14,056: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 22:29:14,056: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
