2024-01-20 14:56:20,425: root: INFO: MyStrategy : Executing the initialize lifecycle method
2024-01-20 14:56:22,088: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 14:56:22,088: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 14:56:22,092: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 14:56:22,092: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 14:56:22,092: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 14:56:22[0m
2024-01-20 14:56:22,092: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:22,116: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:23,975: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 14:56:23,982: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 14:56:23[0m
2024-01-20 14:56:23,982: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:23,982: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:23,983: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:23,983: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 14:56:23,984: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 14:56:23,984: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-20 14:56:23,984: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 14:56:23,992: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 14:56:23,995: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 14:56:23,995: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 14:56:23,999: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 14:56:23,999: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:23,999: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,002: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,002: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,002: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,004: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,008: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,008: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,008: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,008: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,008: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,012: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,012: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 14:56:24,012: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,012: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,012: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,012: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,012: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,016: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,016: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 14:56:24,016: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
2024-01-20 14:56:24,016: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,016: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,016: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,016: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,016: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,023: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,026: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-01-20 14:56:24,026: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,026: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,030: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 14:56:24,030: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,030: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,030: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,030: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,030: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,032: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,032: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-01-20 14:56:24,032: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 14:56:24,038: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 14:56:24[0m
2024-01-20 14:56:24,041: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 14:56:24[0m
2024-01-20 14:56:24,042: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,042: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 14:56:24,048: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-01-20 14:56:24,048: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-01-20 14:56:24,048: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 14:56:24[0m
2024-01-20 14:56:24,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,052: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 14:56:24[0m
2024-01-20 14:56:24,052: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,057: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 14:56:24,057: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,059: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 14:56:24,059: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 14:56:24,061: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-01-20 14:56:24,062: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
