2024-01-20 00:58:53,058: root: INFO: MyStrategy : Executing the initialize lifecycle method
2024-01-20 00:58:55,435: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 00:58:55,437: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 00:58:55,438: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 00:58:55,439: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 00:58:55,442: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 00:58:55[0m
2024-01-20 00:58:55,443: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:55,453: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,215: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 00:58:57,218: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 00:58:57[0m
2024-01-20 00:58:57,218: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,218: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,219: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,220: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 00:58:57,220: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 00:58:57,221: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-20 00:58:57,221: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 00:58:57,229: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 00:58:57,231: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 00:58:57,232: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 00:58:57,236: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 00:58:57,236: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,236: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,238: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,239: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,239: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,242: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,244: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,244: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,245: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,245: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,246: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,247: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,248: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 00:58:57,250: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,250: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,251: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,252: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,252: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,255: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,258: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 00:58:57,258: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
2024-01-20 00:58:57,259: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,260: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,260: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 00:58:57,261: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 00:58:57,264: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
